rank,name,city,country,category,lat,lng,place_id,formatted_address
32,Café 4 Llamas &#8211; Santa Cruz,,Bolivia,South America,-17.7585218,-63.19784619999999,ChIJFRztKxvn8ZMR1hDuGLatBTg,"Av. Salvador esquina, Santa Cruz de la Sierra, Bolivia"
32,Coffeewerk + Press,,Ireland,Top 100,53.2713459,-9.0539731,ChIJkURO3_qWW0gRmKg_s27KDPw,"4 Quay St, Galway, H91 E2K6, Ireland"
33,Café Micelio Puerto Varas,,Chile,South America,-41.3153911,-72.98651509999999,ChIJZ7T64iknGJYRaaTqMiudync,"Estación 262, 5550492 Puerto Varas, Los Lagos, Chile"
33,Typica Café,"La Paz, Bolivia",Bolivia,Top 100,-16.5034865,-68.1302809,ChIJvW59R2UgX5ER8eyZ-y9WzGo,"Edificio Tres Cruces N, Batallón Colorados 40, La Paz, Bolivia"
34,Rua &#8211; Café de especialidad curado,"Guayaquil, Ecuador",Ecuador,South America,-2.1718812,-79.908406,ChIJX8h-g_JtLZARAt6fMIEUA6Q,"Victor Emilio Estrada 419 y, Guayaquil 090511, Ecuador"
34,Yardstick,,The Philippines,Top 100,14.5569031,121.0172259,ChIJawDSkQ7JlzMRjYW47xKcRGQ,"Princess Building, 106 Esteban, Legazpi Village, Makati City, 1229 Metro Manila, Philippines"
35,Café 18 &#8211; El Chicó,,Colombia,South America,4.6799577,-74.04628380000001,ChIJaaiUQJGaP44Rtw9jb5K3sLw,"Cra. 11B #96-54, Bogotá, Colombia"
35,Histórico,,Mexico,Top 100,16.7364632,-92.6379528,ChIJRddj4T1F7YURvHRs5JWVF7A,"Miguel Hidalgo 1, Zona Centro, 29200 San Cristóbal de las Casas, Chis., Mexico"
36,Cronopios Café,,Ecuador,South America,-4.0003898,-79.2006097,ChIJ_W3bS-43y5ERwXO17FZFORo,"Bernardo Valdivieso, y, Loja 110108, Ecuador"
36,Coffee Sind,,Taiwan,Top 100,25.0410858,121.5321404,ChIJ8VZ0R9KrQjQRBCANnVHpH0k,"No. 8號, Lane 56, Section 1, Xinsheng S Rd, Zhongzheng District, Taipei City, Taiwan 100"
37,Abisinia Café y Tostaduria,,Peru,South America,-12.0732751,-77.06032309999999,ChIJ4zBK8RzJBZER0-oribi0Y7Q,"Rodríguez de Mendoza 245, Pueblo Libre 15084, Peru"
37,DeLafinca Specialty Coffee,,Nicaragua,Top 100,12.1310778,-86.2473138,ChIJ-cQaSx3_c48RkSWC6jvp1Jg,"Semaforos del Dorado 600mts al sur, sobre la pista a mano izquierda, 11169, Nicaragua"
38,Slow Brew Coffee Shop Cuenca,,Ecuador,South America,-2.9039769,-79.0078211,ChIJMQ50V20YzZERa7b3ljuAF1w,"Aurelio Aguilar V. 1-93 y, Cuenca 010107, Ecuador"
38,Ottoman Coffee House,,United Kingdom,Top 100,55.8650191,-4.2748397,ChIJC3Ir0StEiEgRgwMFrySDRjw,"The Shah Noor, 73 Berkeley St., Glasgow G3 7DX, UK"
39,Hb Bronze Coffeebar,,Bolivia,South America,-16.498013,-68.13051999999999,ChIJAaJ4Im4gX5ERHL3PRVd9F1M,"Plaza Tomas Frias 1570, La Paz, Bolivia"
39,Casa Canela,,Venezuela,Top 100,10.424004,-66.8258463,ChIJqw7a9JP3KowRJBDX8qRsuAs,"C. Bolivar las Marias, Caracas 1083, Miranda, Venezuela"
40,Tres,,Argentina,South America,-34.5732721,-58.4482811,ChIJ76bahKG1vJUR2-IDXihpbIU,"Teodoro García 2806, C1426DNB Cdad. Autónoma de Buenos Aires, Argentina"
40,Espresso LAB,,South Africa,Top 100,-33.9274763,18.45716,ChIJmb1qtKZdzB0RQGPrsOVHzDk,"375 Albert Rd, Woodstock, Cape Town, 7915, South Africa"
41,Don Salazar,,Peru,South America,-12.0925341,-77.0292387,ChIJ9e7z6mbIBZERvEwJLv9y1lA,"C. las Camelias 185, San Isidro 15046, Peru"
41,Seven Mystery,,Canada,Top 100,43.7815254,-79.2788527,ChIJ__8_VZ3R1IkRY-MOtIE-Xa8,"50 Weybright Ct #13, Scarborough, ON M1S 5C1, Canada"
42,Cuervo Café,,Argentina,South America,-34.5903852,-58.42586310000001,ChIJu-jhgHjKvJURM8CrABqAshc,"El Salvador 4580, C1414BPH Cdad. Autónoma de Buenos Aires, Argentina"
42,Faro,,Italy,Top 100,41.9101357,12.4984435,ChIJJzodIQlhLxMRAaMqrA6CpcA,"Via Piave, 55, 00187 Roma RM, Italy"
43,Punto Café,,Peru,South America,-12.1162995,-77.0413763,ChIJsxZ4rzvIBZERJw6ZHIPvwgY,"C. Piura 1251, Miraflores 15048, Peru"
43,Domestique,"Birmingham, Alabama",USA,Top 100,33.5242119,-86.7745711,ChIJTa1vIVEaiYgRwWc9-2XWBVA,"200 41st St S, Birmingham, AL 35222, USA"
44,Famosta Café,,Colombia,South America,4.8034417,-75.6844211,ChIJL0Ga5D2HOI4RGR-jF8RiWB8,"Av. Juan B Gutierrez #17-55, Pereira, Risaralda, Colombia"
44,Harvest Coffee,,Qatar,Top 100,25.3648787,51.5409049,ChIJyR59ZGvDRT4RWrsAjwPtwK4,"Marina Way One, Doha, Qatar"
45,Negro Cueva de Café,,Argentina,South America,-34.600878,-58.3795636,ChIJ3cNOI8nKvJURtT20WMypHg8,"Suipacha 637, C1008AAM C1008AAM, Cdad. Autónoma de Buenos Aires, Argentina"
45,Origen Tostadores de Café,,Peru,Top 100,-12.0725883,-77.06629579999999,ChIJK9g8XRrJBZER0pk3UpwRtVg,"Av. Simón Bolívar 1199, Pueblo Libre 15084, Peru"
46,Libertario Coffee Roasters &#8211; Calle 70a,,Colombia,South America,4.6528621,-74.0550531,ChIJtawQQkKaP44RQsr2TEkjmBY,"Cl. 70a #5-37, Bogotá, Colombia"
46,KEEP Coffee Roastery,,Taiwan,Top 100,22.6407171,120.3174687,ChIJuaokdekEbjQR2-HGrYNTJE8,"No. 113號, Huaian St, Sanmin District, Kaohsiung City, Taiwan 807"
47,Surry Hills Coffee Palermo,,Argentina,South America,-34.5722688,-58.43125309999999,ChIJpa7VK7G1vJURB2vsGd0I19Q,"Arévalo 2877, C1426 Cdad. Autónoma de Buenos Aires, Argentina"
47,Meet LAB Coffee,,Turkey,Top 100,40.9660062,29.0682909,EklDYWRkZWJvc3RhbiwgU2VsaW4gU2suIE5vOjZBLzEzIEQ6MTMsIDM0MDAwIEthZMSxa8O2eS_EsHN0YW5idWwsIFTDvHJraXllIh4aHAoWChQKEglbOB25dMfKFBGQBgWJhhHJOxICMTM,"Caddebostan, Selin Sk. No:6A/13 D:13, 34000 Kadıköy/İstanbul, Türkiye"
48,Azahar Café,,Colombia,South America,4.6780191,-74.0500933,ChIJcUflUJKaP44R9FSV0WUYTPw,"Cl 93b #13-91, Bogotá, Colombia"
48,Mulano Coffee Shop,,Ecuador,Top 100,-3.680046,-79.6816087,Ei9BdmVuaWRhIExvamEgJiBKdWFuIExlw7NuIE1lcmEsIFBpw7FhcywgRWN1YWRvciJmImQKFAoSCWfsZgVjXzOQERC8V9y_YqXKEhQKEgln7GYFY18zkBEQvFfcv2KlyhoUChIJV0wsB2NfM5ARkIyFvDZyPlkaFAoSCacxNOViXzOQEYp9YSW0tpKHIgoNNHjO_RUpjYHQ,"Avenida Loja & Juan León Mera, Piñas, Ecuador"
49,D&#8217;Sala Caffe,,Peru,South America,-12.1164962,-77.0244886,ChIJi27cVhDIBZERc5XdJmBR-h0,"Gonzáles Prada 543, Lima 15047, Peru"
49,La Cabra,"Copenhagen, Denmark",Denmark,Top 100,55.6815858,12.5790398,ChIJhxU6DxpTUkYRf16Gw-D5Oxw,"Møntergade 3A, 1116 København, Denmark"
50,Cafe Folks,,Chile,South America,-41.3191461,-72.9886654,ChIJtxYmOdQmGJYR7DAE2ia4lEQ,"O'Higgins 624, Puerto Varas, Los Lagos, Chile"
50,Birch Coffee,,United Kingdom,Top 100,57.41152289999999,-6.194154,ChIJQbZ0ay0yjEgRzZAaKowNO3U,"Bayfield Rd, Portree, UK"
51,Café Melosa,,Venezuela,South America,10.497567,-66.8566818,ChIJTxAspQBZKowRo_3flzancfs,"Centro San Ignacio, C. Elice, Caracas 1060, Miranda, Venezuela"
51,Ruli Coffee,,Republic of Korea,Top 100,37.5588412,126.9861996,ChIJnQghVfeifDURIE7bYd4gsIQ,"31 Toegye-ro 20-gil, Jung District, Seoul, South Korea"
52,Florencia y Fortunata Specialty Coffee,"Cusco, Peru",Peru,South America,-13.5154928,-71.9789421,ChIJORlopnPWbZERKzNPdtOcSkY,"Suecia 332, Cusco 08000, Peru"
52,Atte For Coffee,,Guatemala,Top 100,14.619461,-90.5148127,ChIJFdIeuTGiiYURZgH9pBt4-co,"Via 6 3-56, Cdad. de Guatemala, Guatemala"
53,Roaster Specialty Coffee,,Bolivia,South America,-16.5415834,-68.0787612,ChIJvfRcgTAhX5ER5WBQ6bvsABo,"Gabriel René Moreno, La Paz, Bolivia"
53,Single O,,Australia,Top 100,-33.881047,151.2096577,ChIJPegthSKuEmsR0zTRTYOv1Qs,"60/64 Reservoir St, Surry Hills NSW 2010, Australia"
54,Stratto Bodega de Café + Coffee Shop,,Ecuador,South America,-0.180305,-78.48703669999999,ChIJdbfZUPmb1ZERbYL8qv1PTZ4,"Juan González &, Quito 170135, Ecuador"
54,Rubia Coffee Roasters,,Rwanda,Top 100,-1.9543794,30.0828131,ChIJ21aMVYmm3BkRhWzOy-0drJo,"KG 2 Ave, Kigali, Rwanda"
55,Raiz Coffee,,Peru,South America,-12.1234781,-77.031477,ChIJPzxSwhjIBZERk8_c3Zh1rdU,"Calle Porta 152, Miraflores 15074, Peru"
55,Bob Coffee Lab,,Romania,Top 100,44.4654555,26.0854922,ChIJo7BE1Q8CskARSTW99tJfUyc,"Piața Charles de Gaulle 3, 011857 București, Romania"
56,Café Buena Vista,,Bolivia,South America,-17.7657214,-63.2034664,ChIJ2a7WCljd8ZMRgmpf3izFsko,"y calles, Calle los robles, C. los Claveles, Santa Cruz de la Sierra, Bolivia"
56,Unfiltered coffee,,Ireland,Top 100,53.3395689,-6.320501,ChIJaf8N-FgMZ0gRQFmKUKv6VAI,"205B Emmet Rd, Inchicore, Dublin 8, D08 EN29, Ireland"
57,Buho Nomada,"Puerto Montt, Los Lagos region",Chile,South America,-41.4480761,-72.93654049999999,ChIJf9w0ZuY6GJYRHBM95o_pbw0,"Av. Lago Peñuelas 1987, 8000600 Puerto Montt, Los Lagos, Chile"
57,Tomorrow Coffee Roasters,,Taiwan,Top 100,24.1536683,120.6281729,ChIJeUJufOc9aTQRfmTEwo98duI,"No. 20, Lane 198, Gancheng St, Nantun District, Taichung City, Taiwan 408"
58,Colo Coffee,,Colombia,South America,4.6944672,-74.03150409999999,ChIJz8gjwKeaP44RSfQDP-RbmtQ,"Cra. 6a #117-26, Usaquén, Bogotá, Colombia"
58,Ca Passe Creme,,Switzerland,Top 100,46.516405,6.625384899999999,ChIJIwgVPdMvjEcRLkAcU21ONa0,"Bd de Grancy 49, 1006 Lausanne, Switzerland"
59,Atmosférico Cafetería de Especialidad,"Samborondón, Ecuador at CC Diana Quintana 2",Ecuador,South America,-2.1282086,-79.86440619999999,ChIJMw-9suFsLZARAsH9j1Q_CDA,"C. Diana Quintana, Samborondón 092301, Ecuador"
59,Eco Mapu,,Chile,Top 100,-39.2843333,-72.224107,ChIJTyO8tjpiFJYR-A4dCOvJirc,"Julio Zegers 530, 4930000 Villarrica, Araucanía, Chile"
60,Indera Experience Cafetería de especialidad,,Ecuador,South America,-3.9824605,-79.2330048,ChIJB5F5F4I3y5ERViWxgo6Jf6Q,"Av. Lateral de Paso Angel F. Rojas, Ecuador"
60,43.12 Coffee,the heart of Varna,Bulgaria,Top 100,43.1997418,27.9154545,ChIJX-BpqzBTpEAR5epGdNZggEo,"Varna CenterOdesos, ul. ""Preslav"" 15, 9000 Varna, Bulgaria"
61,Kofi &amp; Co,,Brazil,South America,-23.631267,-46.70532559999999,ChIJx9whweBQzpQR4AxXIl7xgIg,"Rua Alexandre Dumas, 1518 - Chácara Santo Antônio, São Paulo - SP, 04717-003, Brazil"
61,Fika &amp; Co. Cafe,,Thailand,Top 100,13.7485011,100.5642094,ChIJhQyrwKWf4jAR-19b465sv0U,"1788 Singha Complex Bang Kapi, Huai Khwang, Bangkok 10310, Thailand"
62,TIPICA CAFÉ Milla de Oro,,Colombia,South America,6.1991438,-75.5727,ChIJjQE-ooeCRo4RKtXAh3bTCno,"Cl. 5 Sur #42-17, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
62,Ditta Artigianale Specialty Coffee Roasters,,Italy,Top 100,45.4658289,9.175969799999999,ChIJSaquBVHBhkcRfaxZvrAfl54,"Corso Magenta, 31, 20123 Milano MI, Italy"
63,Coffee Busters Roastery,,Peru,South America,-12.0909295,-77.03658999999999,ChIJQX6Whl7IBZERPooMOpHzYRg,"Av. Dos de Mayo 412, San Isidro 15073, Peru"
63,Café Nativo,,Honduras,Top 100,14.1001875,-87.1911719,EjM0UjI1KzNHRywgVGVndWNpZ2FscGEsIEZyYW5jaXNjbyBNb3JhesOhbiwgSG9uZHVyYXMiJjokCgoNk4RnCBXZrgfMEAsaFAoSCVE9dL-6om-PEdPJaiA4Is9o,"4R25+3GG, Tegucigalpa, Francisco Morazán, Honduras"
64,Mato Café,"the heart of Arpoador, in Rio de Janeiro",Brazil,South America,-22.9872443,-43.191019,ChIJOcTCzzzVmwARXlT7_80UMYY,"R. Francisco Otaviano, 67 - Loja 13 - Arpoador, Rio de Janeiro - RJ, 22080-040, Brazil"
64,Caferatto,,Colombia,Top 100,5.057979899999999,-75.4877292,ChIJ4csiMnxlR44RfMfHdrMP4X0,"Cra. 23c #62-72, Manizales, Caldas, Colombia"
65,Cafetería Tunki Katari,,Peru,South America,-12.1011967,-77.0013429,ChIJVYnlg9zHBZER3uJ2Q9S9fSo,"Av. San Borja Sur 610, Lima 15037, Peru"
65,Kross Coffee Roasters,,Greece,Top 100,35.515193,24.0209797,ChIJO4kg8b59nBQRdDrRslC7nEI,"Tsouderon 73, Chania 731 34, Greece"
66,KOF &#8211; king of the fork,,Brazil,South America,-23.5640501,-46.6837871,ChIJZSlWlZ1XzpQRCIgl7f-tGTY,"R. Artur de Azevedo, 1317 - Pinheiros, São Paulo - SP, 05404-013, Brazil"
66,Prevail Coffee,"Montgomery, Alabama",USA,Top 100,32.3777176,-86.3082994,Ei0zOSBEZXh0ZXIgQXZlICMxMDIsIE1vbnRnb21lcnksIEFMIDM2MTA0LCBVU0EiHxodChYKFAoSCfckDzlugY6IETn5nfzavTSiEgMxMDI,"39 Dexter Ave #102, Montgomery, AL 36104, USA"
67,Cafe Ao Leu,Rio de Janeiro,Brazil,South America,-22.9798128,-43.1905087,ChIJn9QMFj_VmwAR3bImF9zei0A,"R. Alm. Gonçalves, 50 - Copacabana, Rio de Janeiro - RJ, 22060-040, Brazil"
67,MOK Coffee,,Belgium,Top 100,50.8528174,4.341749399999999,ChIJleDmRYnDw0cRdur3w4KDCrE,"Rue Antoine Dansaert 196, 1000 Bruxelles, Belgium"
68,Primates Tostadores,"Talca, Chile (Calle 30 Oriente 1562",Chile,South America,-35.428329,-71.6260985,ChIJoVI7H9rGZZYRXmccKrBOVgU,"Calle 30 Ote. 1562, 3460000 Talca, Maule, Chile"
68,Azura &#8211; The Coffee Company,,Oman,Top 100,23.6453963,58.148331,ChIJwQKF64HkjT4RYWS4rBynEtY,"A Salam St, Seeb, Oman"
69,Lucca Cafes Especiais,,Brazil,South America,-25.4379587,-49.28228679999999,ChIJK38-uHXk3JQRIRQwbya0nC4,"R. Pres. Taunay, 40 - Batel, Curitiba - PR, 80420-180, Brazil"
69,Puku Puku,,Peru,Top 100,-12.1324766,-77.0300644,ChIJRZH-reG3BZERkyuz3_3qWo8,"Larcomar, Mal. de la Reserva 610, Miraflores 15074, Peru"
70,María Julio Coffee Shop,"the heart of Cartagena, on the Colombian Caribbean coast",Colombia,South America,10.4100715,-75.53251480000002,ChIJY32TTmMv9o4RcXpqyw_vnwI,"Cl. 29 #25-38, Manga, Cartagena de Indias, Bolívar, Colombia"
70,The Golden Pig,,Honduras,Top 100,15.507472,-88.0440769,ChIJCxDm1HNbZo8RoTPNIwbOvww,"Boulevard Los Próceres, San Pedro Sula, Cortés, Honduras"
